image_path,overall_grade,centering,corners,edges,surface
data\raw_slabs\ebay_358163607963.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366230134624.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168171101746.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397649608783.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389491537022.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147165290820.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317911938909.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197710147974.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236655418433.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406714590144.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188098683592.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397263043285.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358259452981.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188088034860.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376629592093.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117044647802.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168174681970.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117044638753.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117044637447.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127692273220.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117044625868.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127692261959.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117044601392.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127701271203.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687862787.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306730901482.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389645415261.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227217148223.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277697423172.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406687821903.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168164976341.webp,8,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397819209211.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406824033372.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147241825466.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_356350252294.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197592070952.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388713952134.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318118013994.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197515800922.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197599671897.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306628054169.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306528338321.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167894914465.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_325809679534.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157573409396.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377095629415.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157511696244.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_165938099058.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168277137002.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406817657854.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157273806460.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406835424391.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397735860677.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276154381671.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318092392041.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277870751550.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267437908878.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406834978496.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277518376827.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988920703.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397550863586.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257412666710.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187626191888.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366318650449.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237155778.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237155756.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287233279130.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406563579872.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287235264443.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276069108208.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198236968140.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117125159722.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197620148471.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406773237765.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167573857058.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781140305.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397657323730.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277858672804.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117124870076.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406267188946.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306628067551.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306682304733.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116908063455.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287235583257.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227233458128.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_356360122549.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397794306347.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206166153247.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358275268121.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389681817768.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397586284558.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406708283430.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227254863516.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257366818039.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_155352528185.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168275529633.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127788094994.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267623723396.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318091360942.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206015324962.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306843558966.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236729620880.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781148814.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267586818205.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277842041960.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406784195556.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188095218337.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188219371784.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317653592051.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358384746904.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177987052956.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276733392350.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277829085146.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157796510926.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358391394199.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397757507345.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257428674817.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188110274757.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318059171686.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257432186378.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318055365215.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177964525175.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406739917674.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117114934825.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318068250036.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188213989325.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167902943093.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287219751850.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406789352986.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117115156858.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286919661497.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227271464781.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406791570491.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198236959620.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287066483166.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306830388676.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389816130662.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187657316769.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257390008328.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388394917442.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366304514198.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389780292132.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306835463956.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277817504896.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406473803298.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_225724728913.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988629437.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706035719.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198209761438.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317979392831.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496727322.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_353990464434.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336469776758.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406785917024.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406785695256.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389790744939.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117032529317.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306559146531.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168242480308.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389768371164.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706035737.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336476899276.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318025528954.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157767297898.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257359370791.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389780965093.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287191059815.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389762410612.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377035278937.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168256827032.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358362582593.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157781307774.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157626392492.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376856614339.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406795005981.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366288039014.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116890980802.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406785694905.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317986314988.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286851971680.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227259442405.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277357975801.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198133833009.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277788572381.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236706227430.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206149357550.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073246.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377054077538.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389768781735.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389752693243.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_316133649205.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073311.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377037385255.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168153118145.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157770335884.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157754996752.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366265846803.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188157370397.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175460.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406770175440.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073332.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336466444587.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227249226575.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147201133848.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366092997681.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198197490075.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167521107743.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_326985291681.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298129538822.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267596551076.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226764285714.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073299.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317704808219.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287051484362.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257401323454.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127746616110.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786198642.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397714208318.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277786163659.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397710929914.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287184463629.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257078674323.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188088517892.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747715309.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227217143033.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168232562888.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226212128630.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227248125306.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157753497337.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188131088383.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187600027680.webp,9,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127787905159.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236742397264.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198167508269.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773300443.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188044535787.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388832143752.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267625765992.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_165938099058.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298105217717.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157801078841.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389825836086.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317841315682.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318092392041.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377074669732.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277727337188.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397809002310.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988920703.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117003858411.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377072837927.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137182717633.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188230961366.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237771922.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237772172.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287233336519.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287236979770.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287236942197.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287236942192.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237750774.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287235263561.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237190770.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237190769.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366315203894.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089678935.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365254937505.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147232466730.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_354690044812.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188242704356.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167573857058.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406781133977.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366208677900.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168284261506.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406437715343.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287235583257.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227233458128.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206166153247.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298105211910.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137181968883.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298187225235.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089679146.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336505331929.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389794313318.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317779480746.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188225054946.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257335969706.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236675173608.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157770324690.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236540482668.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_178011229768.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389827207715.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336505944054.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_178010058238.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089659049.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257407790194.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257407790223.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137089040692.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298177676092.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298177624818.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389790127923.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397554073367.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127716330948.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287220095449.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336497457863.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287220021007.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287220021026.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358198727605.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277838211452.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327072276873.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388394917442.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_156982245153.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389780292132.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197654561902.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496591721.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496581255.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406713888098.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277817504896.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406692100927.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198226134517.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317988629437.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137151677461.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_356202885407.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406785917024.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127758414279.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127758382391.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317389784285.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157772886987.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188210745338.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389767200527.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227246686875.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198222348714.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089678983.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137140692224.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298135264419.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496773517.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389682763395.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306828725961.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388717202450.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298121134354.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287218371881.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397602143924.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227258294692.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277771141013.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188167735334.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287200953335.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267568753204.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287195484903.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287200954351.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287200954353.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287200954357.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287200940720.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298121129430.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287204738951.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257408640121.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177956963091.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389027624157.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_354575029695.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389752550143.webp,10,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318006173433.webp,10,1.0,1.0,1.0,1.0
